title,author,rating,description,genre,genres,cover_id,first_publish_year,edition_count
Persuasion,Jane Austen,4.0,"Persuasion tells the love story of Anne Elliot and Captain Frederick Wentworth, whose sister rents Miss Elliot's father's house, after the Napoleonic Wars come to an end. The story is set in 1814. The book itself is Jane Austen's last published book, published posthumously in December of 1818.",V leposlovju,"['V leposlovju', 'Medosebni odnosi', 'Družbene razmere', 'Rejection (Psychology)', 'Officers', 'Great Britain', 'England, fiction', 'Fiction, psychological', 'English literature', 'Manuscripts', 'English Manuscripts', 'Facsimiles', 'Gentry', 'Fiction, sagas', 'Literature', 'Psychological fiction', 'Jeunes femmes', 'Romans, nouvelles', 'Sisters', 'Sœurs', 'Social classes', 'Courtship, fiction', 'Fiction, general', 'Rejection (psychology)--fiction', 'First loves--fiction', 'Young women--england--fiction', '823/.7', 'Psychology', 'Fiction', 'Courtship', 'Motherless families', 'Dysfunctional families', 'Ship captains', 'First loves', 'Young women', 'General', 'LITERARY CRITICISM', 'Man-woman relationships']",12824691.0,1789,1235
Peter Pan,J. M. Barrie,4.0,"The adventures of the three Darling children in Never-Never Land with Peter Pan, the boy who would not grow up.",Pop-up books,"['Pop-up books', 'Specimens', 'Juvenile fiction', 'Fiction', 'open_syllabus_project', ""Children's stories"", 'Classic Literature', 'Drama', 'Fantasy', 'Pirates', ""Children's plays"", 'Fairy plays', 'Fairies', ""Children's fiction"", 'Fantasy fiction', 'English literature', 'Boys', 'nyt:picture-books=2008-11-23', 'Youth, fiction', 'Plays', 'Pirates, fiction', 'Imaginary societies', 'Classics', 'Fiction, general', 'Fairies, fiction']",8237052.0,1911,428
Kim,Rudyard Kipling,4.0,"Kim is Rudyard Kipling's story of an orphan born in colonial India and torn between love for his native India and the demands of Imperial loyalty to his Irish-English heritage and to the British Secret Service. Long recognized as Kipling's finest work, Kim was a key factor in his winning the Nobel Prize for Literature in 1907.",Fiction,"['Fiction', 'Irish', 'Lamas', 'Orphans', 'Boys', 'Juvenile fiction', 'Classic Literature', ""Juvenile fiction'"", 'British', 'Youth', 'Education', 'Enlightenment (Buddhism)', 'Spies', 'Kindness', 'History', 'India, fiction', 'Fiction, historical', 'Irish fiction', 'Adventure stories', 'English fiction', 'English literature', ""Children's fiction"", 'Literature', 'India', 'Adventure fiction', 'Beggars', 'Spy stories', 'Fiction, general', 'Juvenile literature', 'Llamas']",1053011.0,1901,934
The Sea Fairies,L. Frank Baum,4.0,"This is a tale of life beneath the sea, of mermaids and sea serpents and other strange inhabitants of the ocean depths. A little girl named Trot and Cap'n Bill, an old sailor, are invited by several mermaids to come and visit their under-water home. Baum wrote this story in the hope of interesting his readers in something other than Oz; in the preface he writes: ""I hope my readers who have so long followed Dorothy's adventures in the Land of Oz will be interested in Trot's equally strange experiences."" Of course, he did not succeed in distracting his fans from Oz, yet the book was eagerly read; the result of this attempt was that he was forced to introduce Trot and Cap'n Bill into the later Oz stories.",Children's stories,"[""Children's stories"", 'Juvenile fiction', 'Classic Literature', 'Fiction', ""Children's fiction"", 'Fantasy fiction', 'Fantasy']",1814237.0,1911,528
Anatomy,Henry Gray F.R.S.,4.0,"An unabridged edition of ""Gray's Anatomy"", the scientific and artistic triumph. Kept in print by its clarity and usefulness, the text features sumptuous illustrations and clear, matter-of-fact descriptions. It is illustrated with morethan 500 clinical drawings by H.V. Carter. This is a scientific and artistic triumph. Not just a dry index of parts and names, Gray's lets the natural beauty and grace of the body's interconnected systems and structures shine forth from the page. Using sumptuous illustrations and clear, matter-of-fact descriptions, Dr. Gray unleashed a classic on the world more than 100 years ago. Its clarity and usefulness keep it in print today. Whether you want to understand yourself or others, knowledge of our physical parts and how they fit together is essential. ""Gray's Anatomy"" provides that information in a simple, timeless format that cleanly dissects a body of knowledge grown over centuries. This unabridged book will not only fill the needs of people in the medical profession, but will please artists and naturalists as well.",Anatomie humaine,"['Anatomie humaine', 'Anatomy', 'Artistic Anatomy', 'Dissection', 'Human anatomy', 'Manuels', 'manuals', 'illlustrations', 'Anatomie', 'Human dissection', 'Medicine', 'History', 'Reference', 'Människokroppens anatomi']",692969.0,1858,109
The Moonstone,Wilkie Collins,4.0,"One of the first English detective novels, this mystery involves the disappearance of a valuable diamond, originally stolen from a Hindu idol, given to a young woman on her eighteenth birthday, and then stolen again. A classic of 19th-century literature.",Fiction,"['Fiction', 'Jewelry theft', 'East Indians', 'Police', 'Drama', 'History', 'Readers', 'English fiction', 'Country homes', 'Diamonds', 'Young women', 'Juvenile literature', 'Upper class', 'Classic Literature', 'Mystery fiction', 'England, fiction', 'Murder', 'Moonstones', 'Literature', 'Dictionaries', 'English language', 'French', 'Spanish', 'William', 'Wilkie', 'Collins', 'Bantam', 'Classics', 'The Moonstone', 'Romance', 'Mystery Crime', 'Swords', 'Poison', 'Thievery', 'Kidnapping', 'Hypnotism', 'Fear', 'Joy', 'Compassion', 'Anger', 'Death', 'Crime, fiction', 'English literature', 'Fiction, crime', 'Juvenile fiction', 'Chinese speakers', ""Children's fiction"", 'Romans, nouvelles', 'Histoire', 'General', 'Malicious accusation', 'Jaw', 'Injuries', 'Operative Dentistry']",8237041.0,1868,636
Orthodoxy,Gilbert Keith Chesterton,4.0,"<p><i>Orthodoxy</i> is <a href=""https://standardebooks.org/ebooks/g-k-chesterton"">G. K. Chesterton’s</a> response to his critics’ assertion that his earlier collection of essays, <i><a href=""https://standardebooks.org/ebooks/g-k-chesterton/heretics"">Heretics</a></i>, had “merely criticised current philosophies without offering any alternative philosophy.” In his intellectual journey from pagan to agnostic to positivist philosopher, he had attempted to build a philosophy “some ten minutes in advance of the truth.” But when he compared his modern philosophy with Christian theology, he realized that he was “the man who with the utmost daring discovered what had been discovered before.” Thus, <i>Orthodoxy</i> is a work of Christian apologetics, where Chesterton tries to show that Christianity is a universal answer to the everyday needs of humanity, and not just an arbitrary philosophy handed down from on high.</p>",Apologetics,"['Apologetics', 'Christianity', 'History', 'Evidence', 'Nonfiction', 'Essays', 'Christendom', 'Christianisme', 'Apologetiek', 'Aplogetics', 'Apologetica', 'Theology', 'Ha resie', 'Rechtgla ubigkeit', 'Literatur', 'Discipling (christianity)', 'Religion, philosophy', 'Religion']",6268135.0,1908,209
Five Children and It,Edith Nesbit,4.0,"Haven't you ever thought what you would wish for if you were granted three wishes? In Nesbit's delightful classic, five siblings find a creature that grants their wishes, but as the old saying goes: be careful what you wish for, it might come true...",Fiction,"['Fiction', 'Fairies', 'Wishes', 'History', 'Juvenile fiction', 'Fantasy', 'Fairy tales', 'Stories', 'England', 'Fantasy fiction', 'Amulets', ""Children's fiction"", 'Fairies, fiction', 'England, fiction', 'Children, fiction', 'Readers', 'Readers (Adult)', 'English language', 'Reading comprehension', 'Problems, exercises', 'Children', 'Fiction, general', 'Fées', 'Souhaits', 'Histoire', 'Family', 'Siblings, fiction', 'Ying yu', 'Han yu', 'Anglais (Langue)']",28174.0,1905,945
The Age of Innocence,Edith Wharton,4.0,"Edith Wharton's most famous novel, written immediately after the end of the First World War, is a brilliantly realized anatomy of New York society in the 1870s, the world in which she grew up, and from which she spent her life escaping. Newland Archer, Wharton's protagonist, charming, tactful, enlightened, is a thorough product of this society; he accepts its standards and abides by its rules but he also recognizes its limitations. His engagement to the impeccable May Welland assures him of a safe and conventional future, until the arrival of May's cousin Ellen Olenska puts all his plans in jeopardy. Independent, free-thinking, scandalously separated from her husband, Ellen forces Archer to question the values and assumptions of his narrow world. As their love for each other grows, Archer has to decide where his ultimate loyalty lies. - Back cover.",Fiction,"['Fiction', 'Upper class', 'Married people', 'Separated people', 'Marriage', 'Separated women', 'Upper classes', 'Social norms', 'Nobility', 'Love stories', 'Classic Literature', 'Literature', 'Drama', 'Romance', 'award:pulitzer_prize=1921', 'award:pulitzer_prize=fiction', 'open_syllabus_project', 'Historical fiction', 'Movie novels', 'Film novelizations', 'American fiction', 'American literature', 'Romance fiction', 'Fiction, general', 'Romans, nouvelles', 'Couples mariés', 'Classes supérieures', 'Civilization', 'Women', 'Socialites', 'archer', 'innocence', 'age', 'madame', 'olenska', 'der', 'newland', 'beaufort', 'welland', 'van', 'van der', 'madame olenska', 'der luyden', 'young man', 'countess olenska', 'newland archer', 'ellen olenska', 'archer felt', 'lovell mingott', 'der luydens']",11196262.0,1920,285
The House of Mirth,Edith Wharton,4.0,"Beautiful, intelligent, and hopelessly addicted to luxury, Lily Bart is the heroine of this Wharton masterpiece. But it is her very taste and moral sensibility that render her unfit for survival in this world.",Fiction,"['Fiction', 'Single women', 'Social classes', 'Drama', 'Classic Literature', 'Social status', 'Social values', 'open_syllabus_project', 'Roman', 'Fiction, psychological', 'Fiction, general', 'Social conditions', 'Fiction, historical', 'American literature', 'Separated women', 'Social norms', 'Upper class', 'Married people', 'Women', 'Young women', 'Classes sociales', 'Romans, nouvelles', 'Femmes seules', 'Rich people']",9329539.0,1905,684
The blue castle,Lucy Maud Montgomery,4.0,"Valancy Stirling is 29, unmarried, and has never been in love. Living with her overbearing mother and meddlesome aunt, she finds her only consolation in the ""forbidden"" books of John Foster and her daydreams of the Blue Castle--a place where all her dreams come true and she can be who she truly wants to be. After getting shocking news from the doctor, she rebels against her family and discovers a surprising new world, full of love and adventures far beyond her most secret dreams.",Juvenile fiction,"['Juvenile fiction', 'Friendship', 'Self-actualization (Psychology)', 'Choice', 'History', 'Single women', 'Fiction', 'Romance fiction', 'Fiction, general']",14640067.0,1926,294
Just So Stories,Rudyard Kipling,4.0,"Seven tales that explain special things about animals, such as how the whale got his tiny throat, the camel his hump and the leopard his spots.",Animals,"['Animals', 'Short stories', 'Fiction', ""Children's fiction"", 'Animals, fiction', 'Juvenile fiction', 'Stories', 'Animals, legends']",36215.0,1922,245
Frankenstein or The Modern Prometheus,Mary Shelley,4.0,"*Frankenstein; or, The Modern Prometheus* is an 1818 novel written by English author Mary Shelley. Frankenstein tells the story of Victor Frankenstein, a young scientist who creates a sapient creature in an unorthodox scientific experiment. Shelley started writing the story when she was 18, and the first edition was published anonymously in London on 1 January 1818, when she was 20. Her name first appeared in the second edition, which was published in Paris in 1821.",Fiction,"['Fiction', 'Scientists', 'Monsters', 'Fiction, horror', 'Physicians, fiction', 'Scientists, fiction', ""Children's fiction"", 'Horror stories', 'Fiction, general', 'Horror tales', 'English fiction', 'Study guides', 'Examinations', 'Fiction, gothic', 'Reading comprehension', 'Monsters, fiction', 'English literature', 'Readers', ""Children's stories"", 'Monstrous', 'Novela', 'Horror fiction', 'literary criticism', 'Authors', 'Travel', 'Reincarnation', 'Self-actualization (Psychology)', 'Vida espiritual', 'Conducta (Ética)', 'Self-realization', 'Reading materials', 'Switzerland, fiction', 'Science fiction', 'Monstres', 'Romans, nouvelles', 'Classic fiction', 'Illustration', 'Gothic fiction', 'Frankenstein’s monster', 'Monsters--fiction', '823.7 f', 'Frankenstein, victor', ""Frankenstein's monster"", 'Scientists--fiction', '823/.7', 'Fic004000', '823.7', 'English', 'Scot', 'Classics', 'Horror', 'Gothic', 'Mary shelley', 'Women authors', 'Rhetoric', 'Ya', 'Young adult', 'Juvenile', 'History', 'Historical', 'Classic', 'Literature', 'Books', 'Novels', 'Hardcovers', 'Paperback', 'Ebook', 'Audio-book', 'Stories', 'Tales', 'Madness', 'Mad', 'Science', 'Life conduct', 'Ethics', 'Ficción', 'Monstruos', 'Epistolary fiction', 'Conducta (etica)', 'ghost', 'Frankenstein films', 'Juvenile fiction', 'Man-woman relationships', '823']",12356249.0,1818,2184
